seqname	miRNA_ctr1.bed	miRNA_ctr2.bed	miRNA_ctr3.bed	miRNA_trt4.bed	miRNA_trt5.bed	miRNA_trt6.bed
ID=MIMAT0027823;Alias=MIMAT0027823;Name=mmu-miR-6961-3p;Derives_from=MI0022808	0	0	0	0	0	0
ID=MIMAT0027824;Alias=MIMAT0027824;Name=mmu-miR-6962-5p;Derives_from=MI0022809	0	0	0	0	0	0
ID=MIMAT0027825;Alias=MIMAT0027825;Name=mmu-miR-6962-3p;Derives_from=MI0022809	0	0	0	0	0	0
ID=MIMAT0027826;Alias=MIMAT0027826;Name=mmu-miR-6963-5p;Derives_from=MI0022810	0	0	1	0	0	0
ID=MIMAT0027827;Alias=MIMAT0027827;Name=mmu-miR-6963-3p;Derives_from=MI0022810	2	0	0	0	0	0
ID=MIMAT0027828;Alias=MIMAT0027828;Name=mmu-miR-6964-5p;Derives_from=MI0022811	0	0	0	0	0	0
ID=MIMAT0027829;Alias=MIMAT0027829;Name=mmu-miR-6964-3p;Derives_from=MI0022811	0	0	0	0	0	0
ID=MIMAT0027830;Alias=MIMAT0027830;Name=mmu-miR-6965-5p;Derives_from=MI0022812	0	0	0	0	0	0
ID=MIMAT0027831;Alias=MIMAT0027831;Name=mmu-miR-6965-3p;Derives_from=MI0022812	0	0	0	0	0	0
ID=MIMAT0027832;Alias=MIMAT0027832;Name=mmu-miR-3547-5p;Derives_from=MI0022813	0	0	0	0	0	0
ID=MIMAT0027833;Alias=MIMAT0027833;Name=mmu-miR-3547-3p;Derives_from=MI0022813	0	0	0	0	0	0
ID=MIMAT0027834;Alias=MIMAT0027834;Name=mmu-miR-6966-5p;Derives_from=MI0022814	1	0	0	0	0	0
ID=MIMAT0027835;Alias=MIMAT0027835;Name=mmu-miR-6966-3p;Derives_from=MI0022814	0	0	0	0	0	0
ID=MIMAT0027836;Alias=MIMAT0027836;Name=mmu-miR-6967-5p;Derives_from=MI0022815	0	0	0	0	0	0
ID=MIMAT0027836_1;Alias=MIMAT0027836;Name=mmu-miR-6967-5p;Derives_from=MI0031752	0	0	0	0	0	0
ID=MIMAT0027837;Alias=MIMAT0027837;Name=mmu-miR-6967-3p;Derives_from=MI0022815	0	0	0	0	0	0
ID=MIMAT0027837_1;Alias=MIMAT0027837;Name=mmu-miR-6967-3p;Derives_from=MI0031752	0	0	0	0	0	0
ID=MIMAT0027838;Alias=MIMAT0027838;Name=mmu-miR-6968-5p;Derives_from=MI0022816	0	0	0	6	0	0
ID=MIMAT0027839;Alias=MIMAT0027839;Name=mmu-miR-6968-3p;Derives_from=MI0022816	0	0	0	0	0	0
ID=MIMAT0027840;Alias=MIMAT0027840;Name=mmu-miR-6969-5p;Derives_from=MI0022817	0	0	0	0	0	0
ID=MIMAT0027841;Alias=MIMAT0027841;Name=mmu-miR-6969-3p;Derives_from=MI0022817	0	0	0	0	0	0
ID=MIMAT0027842;Alias=MIMAT0027842;Name=mmu-miR-6970-5p;Derives_from=MI0022818	0	0	0	5	0	1
ID=MIMAT0027843;Alias=MIMAT0027843;Name=mmu-miR-6970-3p;Derives_from=MI0022818	0	0	0	0	0	0
ID=MIMAT0027844;Alias=MIMAT0027844;Name=mmu-miR-6971-5p;Derives_from=MI0022819	1	0	0	0	0	0
ID=MIMAT0027845;Alias=MIMAT0027845;Name=mmu-miR-6971-3p;Derives_from=MI0022819	0	0	0	1	0	0
ID=MIMAT0027846;Alias=MIMAT0027846;Name=mmu-miR-6972-5p;Derives_from=MI0022820	0	0	0	0	0	0
ID=MIMAT0027847;Alias=MIMAT0027847;Name=mmu-miR-6972-3p;Derives_from=MI0022820	1	0	0	0	0	0
ID=MIMAT0027848;Alias=MIMAT0027848;Name=mmu-miR-6973a-5p;Derives_from=MI0022821	0	0	0	0	2	0
ID=MIMAT0027849;Alias=MIMAT0027849;Name=mmu-miR-6973a-3p;Derives_from=MI0022821	0	0	0	0	0	0
ID=MIMAT0027850;Alias=MIMAT0027850;Name=mmu-miR-6974-5p;Derives_from=MI0022822	0	0	0	0	0	0
ID=MIMAT0027851;Alias=MIMAT0027851;Name=mmu-miR-6974-3p;Derives_from=MI0022822	0	0	0	0	0	0
ID=MIMAT0027852;Alias=MIMAT0027852;Name=mmu-miR-6975-5p;Derives_from=MI0022823	0	0	0	0	0	0
ID=MIMAT0027853;Alias=MIMAT0027853;Name=mmu-miR-6975-3p;Derives_from=MI0022823	0	0	0	0	0	0
ID=MIMAT0027854;Alias=MIMAT0027854;Name=mmu-miR-6976-5p;Derives_from=MI0022824	0	0	0	0	0	0
ID=MIMAT0027855;Alias=MIMAT0027855;Name=mmu-miR-6976-3p;Derives_from=MI0022824	0	1	0	0	0	0
ID=MIMAT0027856;Alias=MIMAT0027856;Name=mmu-miR-6977-5p;Derives_from=MI0022825	0	0	0	0	0	0
ID=MIMAT0027857;Alias=MIMAT0027857;Name=mmu-miR-6977-3p;Derives_from=MI0022825	0	0	0	0	0	0
ID=MIMAT0027858;Alias=MIMAT0027858;Name=mmu-miR-6978-5p;Derives_from=MI0022826	0	0	0	0	0	0
ID=MIMAT0027859;Alias=MIMAT0027859;Name=mmu-miR-6978-3p;Derives_from=MI0022826	0	1	0	0	0	0
ID=MIMAT0027860;Alias=MIMAT0027860;Name=mmu-miR-6979-5p;Derives_from=MI0022827	0	0	0	0	1	0
ID=MIMAT0027861;Alias=MIMAT0027861;Name=mmu-miR-6979-3p;Derives_from=MI0022827	0	0	2	0	1	1
ID=MIMAT0027862;Alias=MIMAT0027862;Name=mmu-miR-6980-5p;Derives_from=MI0022828	0	0	0	0	0	0
ID=MIMAT0027863;Alias=MIMAT0027863;Name=mmu-miR-6980-3p;Derives_from=MI0022828	0	0	0	0	0	0
ID=MIMAT0027864;Alias=MIMAT0027864;Name=mmu-miR-6981-5p;Derives_from=MI0022829	0	0	0	0	0	0
ID=MIMAT0027865;Alias=MIMAT0027865;Name=mmu-miR-6981-3p;Derives_from=MI0022829	0	0	0	0	0	0
ID=MIMAT0027866;Alias=MIMAT0027866;Name=mmu-miR-6982-5p;Derives_from=MI0022830	0	0	0	0	0	0
ID=MIMAT0027867;Alias=MIMAT0027867;Name=mmu-miR-6982-3p;Derives_from=MI0022830	0	0	0	0	0	0
ID=MIMAT0027868;Alias=MIMAT0027868;Name=mmu-miR-6983-5p;Derives_from=MI0022831	0	0	0	0	0	0
ID=MIMAT0027869;Alias=MIMAT0027869;Name=mmu-miR-6983-3p;Derives_from=MI0022831	0	0	0	0	0	0
ID=MIMAT0027870;Alias=MIMAT0027870;Name=mmu-miR-6984-5p;Derives_from=MI0022832	0	0	0	0	0	0
ID=MIMAT0027871;Alias=MIMAT0027871;Name=mmu-miR-6984-3p;Derives_from=MI0022832	0	0	0	0	0	0
ID=MIMAT0027872;Alias=MIMAT0027872;Name=mmu-miR-6985-5p;Derives_from=MI0022833	0	0	0	0	0	0
ID=MIMAT0027873;Alias=MIMAT0027873;Name=mmu-miR-6985-3p;Derives_from=MI0022833	1	0	0	0	0	0
ID=MIMAT0027874;Alias=MIMAT0027874;Name=mmu-miR-6986-5p;Derives_from=MI0022834	0	0	0	0	0	0
ID=MIMAT0027875;Alias=MIMAT0027875;Name=mmu-miR-6986-3p;Derives_from=MI0022834	0	0	0	0	0	0
ID=MIMAT0027876;Alias=MIMAT0027876;Name=mmu-miR-6987-5p;Derives_from=MI0022835	0	0	0	0	0	0
ID=MIMAT0027877;Alias=MIMAT0027877;Name=mmu-miR-6987-3p;Derives_from=MI0022835	0	0	0	0	0	0
ID=MIMAT0027878;Alias=MIMAT0027878;Name=mmu-miR-6988-5p;Derives_from=MI0022836	0	0	0	0	0	0
ID=MIMAT0027879;Alias=MIMAT0027879;Name=mmu-miR-6988-3p;Derives_from=MI0022836	0	0	0	0	0	2
ID=MIMAT0027880;Alias=MIMAT0027880;Name=mmu-miR-6989-5p;Derives_from=MI0022837	0	0	0	0	0	0
ID=MIMAT0027881;Alias=MIMAT0027881;Name=mmu-miR-6989-3p;Derives_from=MI0022837	0	0	0	0	0	0
ID=MIMAT0027882;Alias=MIMAT0027882;Name=mmu-miR-6990-5p;Derives_from=MI0022838	2	0	0	0	0	0
ID=MIMAT0027883;Alias=MIMAT0027883;Name=mmu-miR-6990-3p;Derives_from=MI0022838	0	0	0	0	3	0
ID=MIMAT0027884;Alias=MIMAT0027884;Name=mmu-miR-6991-5p;Derives_from=MI0022839	2	0	0	0	0	0
ID=MIMAT0027885;Alias=MIMAT0027885;Name=mmu-miR-6991-3p;Derives_from=MI0022839	0	0	0	0	0	0
ID=MIMAT0027886;Alias=MIMAT0027886;Name=mmu-miR-6992-5p;Derives_from=MI0022840	0	0	0	0	0	0
ID=MIMAT0027887;Alias=MIMAT0027887;Name=mmu-miR-6992-3p;Derives_from=MI0022840	0	0	0	0	1	0
ID=MIMAT0027888;Alias=MIMAT0027888;Name=mmu-miR-6993-5p;Derives_from=MI0022841	0	0	0	0	0	0
ID=MIMAT0027889;Alias=MIMAT0027889;Name=mmu-miR-6993-3p;Derives_from=MI0022841	0	0	0	0	0	0
ID=MIMAT0027890;Alias=MIMAT0027890;Name=mmu-miR-6994-5p;Derives_from=MI0022842	0	0	0	0	0	0
ID=MIMAT0027891;Alias=MIMAT0027891;Name=mmu-miR-6994-3p;Derives_from=MI0022842	1	0	0	0	0	0
ID=MIMAT0027892;Alias=MIMAT0027892;Name=mmu-miR-6995-5p;Derives_from=MI0022843	0	0	0	0	1	0
ID=MIMAT0027893;Alias=MIMAT0027893;Name=mmu-miR-6995-3p;Derives_from=MI0022843	0	0	0	0	0	0
ID=MIMAT0027894;Alias=MIMAT0027894;Name=mmu-miR-6996-5p;Derives_from=MI0022844	0	0	0	0	0	0
ID=MIMAT0027895;Alias=MIMAT0027895;Name=mmu-miR-6996-3p;Derives_from=MI0022844	0	0	0	0	0	0
ID=MIMAT0027896;Alias=MIMAT0027896;Name=mmu-miR-6997-5p;Derives_from=MI0022845	0	0	0	0	0	0
ID=MIMAT0027897;Alias=MIMAT0027897;Name=mmu-miR-6997-3p;Derives_from=MI0022845	0	0	0	0	1	0
ID=MIMAT0027898;Alias=MIMAT0027898;Name=mmu-miR-6998-5p;Derives_from=MI0022846	0	0	0	0	0	0
ID=MIMAT0027899;Alias=MIMAT0027899;Name=mmu-miR-6998-3p;Derives_from=MI0022846	3	0	0	0	0	0
ID=MIMAT0027900;Alias=MIMAT0027900;Name=mmu-miR-6999-5p;Derives_from=MI0022847	0	0	1	0	0	0
ID=MIMAT0027901;Alias=MIMAT0027901;Name=mmu-miR-6999-3p;Derives_from=MI0022847	0	0	0	0	0	0
ID=MIMAT0027902;Alias=MIMAT0027902;Name=mmu-miR-7000-5p;Derives_from=MI0022848	0	0	0	0	0	0
ID=MIMAT0027903;Alias=MIMAT0027903;Name=mmu-miR-7000-3p;Derives_from=MI0022848	0	0	0	0	0	0
ID=MIMAT0027904;Alias=MIMAT0027904;Name=mmu-miR-7001-5p;Derives_from=MI0022849	0	0	0	0	0	0
ID=MIMAT0027905;Alias=MIMAT0027905;Name=mmu-miR-7001-3p;Derives_from=MI0022849	0	0	0	0	0	0
ID=MIMAT0027906;Alias=MIMAT0027906;Name=mmu-miR-7002-5p;Derives_from=MI0022850	0	0	0	0	0	0
ID=MIMAT0027907;Alias=MIMAT0027907;Name=mmu-miR-7002-3p;Derives_from=MI0022850	1	0	0	0	1	0
ID=MIMAT0027908;Alias=MIMAT0027908;Name=mmu-miR-6973b-5p;Derives_from=MI0022851	0	0	0	0	0	1
ID=MIMAT0027909;Alias=MIMAT0027909;Name=mmu-miR-6973b-3p;Derives_from=MI0022851	0	0	0	0	0	0
ID=MIMAT0027910;Alias=MIMAT0027910;Name=mmu-miR-7003-5p;Derives_from=MI0022852	0	0	0	0	0	0
ID=MIMAT0027911;Alias=MIMAT0027911;Name=mmu-miR-7003-3p;Derives_from=MI0022852	0	0	0	0	0	0
ID=MIMAT0027912;Alias=MIMAT0027912;Name=mmu-miR-7004-5p;Derives_from=MI0022853	0	0	77	0	0	0
ID=MIMAT0027913;Alias=MIMAT0027913;Name=mmu-miR-7004-3p;Derives_from=MI0022853	0	0	0	0	0	0
ID=MIMAT0027914;Alias=MIMAT0027914;Name=mmu-miR-7005-5p;Derives_from=MI0022854	0	0	0	0	0	0
ID=MIMAT0027915;Alias=MIMAT0027915;Name=mmu-miR-7005-3p;Derives_from=MI0022854	0	0	0	0	0	0
ID=MIMAT0027916;Alias=MIMAT0027916;Name=mmu-miR-7006-5p;Derives_from=MI0022855	0	0	0	0	0	0
ID=MIMAT0027917;Alias=MIMAT0027917;Name=mmu-miR-7006-3p;Derives_from=MI0022855	0	1	2	0	0	4
ID=MIMAT0027918;Alias=MIMAT0027918;Name=mmu-miR-7007-5p;Derives_from=MI0022856	0	0	0	0	0	0
ID=MIMAT0027919;Alias=MIMAT0027919;Name=mmu-miR-7007-3p;Derives_from=MI0022856	0	0	0	0	0	0
ID=MIMAT0027920;Alias=MIMAT0027920;Name=mmu-miR-7008-5p;Derives_from=MI0022857	0	0	0	0	0	0
ID=MIMAT0027921;Alias=MIMAT0027921;Name=mmu-miR-7008-3p;Derives_from=MI0022857	0	0	0	0	0	0
ID=MIMAT0027922;Alias=MIMAT0027922;Name=mmu-miR-7009-5p;Derives_from=MI0022858	0	0	0	0	0	0
ID=MIMAT0027923;Alias=MIMAT0027923;Name=mmu-miR-7009-3p;Derives_from=MI0022858	0	0	0	0	0	0
ID=MIMAT0027924;Alias=MIMAT0027924;Name=mmu-miR-7010-5p;Derives_from=MI0022859	0	0	0	0	0	0
ID=MIMAT0027925;Alias=MIMAT0027925;Name=mmu-miR-7010-3p;Derives_from=MI0022859	0	0	0	0	0	0
ID=MIMAT0027926;Alias=MIMAT0027926;Name=mmu-miR-7011-5p;Derives_from=MI0022860	0	0	0	0	0	1
ID=MIMAT0027927;Alias=MIMAT0027927;Name=mmu-miR-7011-3p;Derives_from=MI0022860	1	0	0	0	1	0
ID=MIMAT0027928;Alias=MIMAT0027928;Name=mmu-miR-7012-5p;Derives_from=MI0022861	0	0	0	0	0	0
ID=MIMAT0027929;Alias=MIMAT0027929;Name=mmu-miR-7012-3p;Derives_from=MI0022861	0	0	0	0	0	0
ID=MIMAT0027930;Alias=MIMAT0027930;Name=mmu-miR-7013-5p;Derives_from=MI0022862	0	0	0	0	0	0
ID=MIMAT0027931;Alias=MIMAT0027931;Name=mmu-miR-7013-3p;Derives_from=MI0022862	0	0	0	0	0	0
ID=MIMAT0027932;Alias=MIMAT0027932;Name=mmu-miR-7014-5p;Derives_from=MI0022863	0	0	0	0	0	1
ID=MIMAT0027933;Alias=MIMAT0027933;Name=mmu-miR-7014-3p;Derives_from=MI0022863	0	0	0	0	0	0
ID=MIMAT0027934;Alias=MIMAT0027934;Name=mmu-miR-7015-5p;Derives_from=MI0022864	0	0	0	0	0	0
ID=MIMAT0027935;Alias=MIMAT0027935;Name=mmu-miR-7015-3p;Derives_from=MI0022864	0	1	0	0	1	2
ID=MIMAT0027936;Alias=MIMAT0027936;Name=mmu-miR-7016-5p;Derives_from=MI0022865	0	0	0	0	0	0
ID=MIMAT0027937;Alias=MIMAT0027937;Name=mmu-miR-7016-3p;Derives_from=MI0022865	0	0	0	0	0	0
ID=MIMAT0027938;Alias=MIMAT0027938;Name=mmu-miR-7017-5p;Derives_from=MI0022866	0	0	0	0	0	0
ID=MIMAT0027939;Alias=MIMAT0027939;Name=mmu-miR-7017-3p;Derives_from=MI0022866	0	0	0	0	0	0
ID=MIMAT0027940;Alias=MIMAT0027940;Name=mmu-miR-7018-5p;Derives_from=MI0022867	0	0	0	0	0	0
ID=MIMAT0027941;Alias=MIMAT0027941;Name=mmu-miR-7018-3p;Derives_from=MI0022867	0	0	0	0	0	0
ID=MIMAT0027942;Alias=MIMAT0027942;Name=mmu-miR-7019-5p;Derives_from=MI0022868	0	0	0	0	0	0
ID=MIMAT0027943;Alias=MIMAT0027943;Name=mmu-miR-7019-3p;Derives_from=MI0022868	0	1	1	0	1	0
ID=MIMAT0027944;Alias=MIMAT0027944;Name=mmu-miR-7020-5p;Derives_from=MI0022869	0	0	0	0	0	0
ID=MIMAT0027945;Alias=MIMAT0027945;Name=mmu-miR-7020-3p;Derives_from=MI0022869	1	0	0	0	0	0
ID=MIMAT0027946;Alias=MIMAT0027946;Name=mmu-miR-7021-5p;Derives_from=MI0022870	0	0	0	0	0	0
ID=MIMAT0027947;Alias=MIMAT0027947;Name=mmu-miR-7021-3p;Derives_from=MI0022870	2	0	0	0	0	0
ID=MIMAT0027948;Alias=MIMAT0027948;Name=mmu-miR-7022-5p;Derives_from=MI0022871	0	0	0	2	0	0
ID=MIMAT0027949;Alias=MIMAT0027949;Name=mmu-miR-7022-3p;Derives_from=MI0022871	1	0	0	0	0	0
ID=MIMAT0027950;Alias=MIMAT0027950;Name=mmu-miR-7023-5p;Derives_from=MI0022872	0	0	0	0	0	0
ID=MIMAT0027951;Alias=MIMAT0027951;Name=mmu-miR-7023-3p;Derives_from=MI0022872	0	0	0	0	0	0
ID=MIMAT0027952;Alias=MIMAT0027952;Name=mmu-miR-7024-5p;Derives_from=MI0022873	0	0	0	0	0	0
ID=MIMAT0027953;Alias=MIMAT0027953;Name=mmu-miR-7024-3p;Derives_from=MI0022873	1	0	0	0	0	0
ID=MIMAT0027954;Alias=MIMAT0027954;Name=mmu-miR-7025-5p;Derives_from=MI0022874	0	5	1	0	0	7
ID=MIMAT0027955;Alias=MIMAT0027955;Name=mmu-miR-7025-3p;Derives_from=MI0022874	0	0	0	0	0	0
ID=MIMAT0027956;Alias=MIMAT0027956;Name=mmu-miR-7026-5p;Derives_from=MI0022875	0	0	0	0	0	0
ID=MIMAT0027957;Alias=MIMAT0027957;Name=mmu-miR-7026-3p;Derives_from=MI0022875	0	0	0	0	0	0
ID=MIMAT0027958;Alias=MIMAT0027958;Name=mmu-miR-7027-5p;Derives_from=MI0022876	0	0	0	0	0	0
ID=MIMAT0027959;Alias=MIMAT0027959;Name=mmu-miR-7027-3p;Derives_from=MI0022876	0	0	0	0	0	1
ID=MIMAT0027960;Alias=MIMAT0027960;Name=mmu-miR-7028-5p;Derives_from=MI0022877	0	0	0	0	0	0
ID=MIMAT0027961;Alias=MIMAT0027961;Name=mmu-miR-7028-3p;Derives_from=MI0022877	0	0	0	0	0	0
ID=MIMAT0027962;Alias=MIMAT0027962;Name=mmu-miR-7029-5p;Derives_from=MI0022878	0	0	0	0	0	2
ID=MIMAT0027963;Alias=MIMAT0027963;Name=mmu-miR-7029-3p;Derives_from=MI0022878	0	0	0	0	0	0
ID=MIMAT0027964;Alias=MIMAT0027964;Name=mmu-miR-7030-5p;Derives_from=MI0022879	0	0	0	0	0	0
ID=MIMAT0027965;Alias=MIMAT0027965;Name=mmu-miR-7030-3p;Derives_from=MI0022879	0	0	0	0	0	0
ID=MIMAT0027966;Alias=MIMAT0027966;Name=mmu-miR-7031-5p;Derives_from=MI0022880	0	0	0	0	0	0
ID=MIMAT0027967;Alias=MIMAT0027967;Name=mmu-miR-7031-3p;Derives_from=MI0022880	0	0	0	0	0	0
ID=MIMAT0027968;Alias=MIMAT0027968;Name=mmu-miR-7032-5p;Derives_from=MI0022881	0	0	0	0	0	0
ID=MIMAT0027969;Alias=MIMAT0027969;Name=mmu-miR-7032-3p;Derives_from=MI0022881	0	0	0	0	0	0
ID=MIMAT0027970;Alias=MIMAT0027970;Name=mmu-miR-7033-5p;Derives_from=MI0022882	0	0	0	0	0	0
ID=MIMAT0027971;Alias=MIMAT0027971;Name=mmu-miR-7033-3p;Derives_from=MI0022882	0	0	0	0	0	0
ID=MIMAT0027972;Alias=MIMAT0027972;Name=mmu-miR-7034-5p;Derives_from=MI0022883	0	0	0	0	0	0
ID=MIMAT0027973;Alias=MIMAT0027973;Name=mmu-miR-7034-3p;Derives_from=MI0022883	1	0	0	0	0	0
ID=MIMAT0027974;Alias=MIMAT0027974;Name=mmu-miR-7035-5p;Derives_from=MI0022884	0	0	0	0	0	0
ID=MIMAT0027975;Alias=MIMAT0027975;Name=mmu-miR-7035-3p;Derives_from=MI0022884	1	0	0	0	1	0
ID=MIMAT0027976;Alias=MIMAT0027976;Name=mmu-miR-7036a-5p;Derives_from=MI0022885	0	0	0	0	0	0
ID=MIMAT0027977;Alias=MIMAT0027977;Name=mmu-miR-7036a-3p;Derives_from=MI0022885	0	0	1	0	0	0
ID=MIMAT0027978;Alias=MIMAT0027978;Name=mmu-miR-7037-5p;Derives_from=MI0022886	0	0	0	3	1	0
ID=MIMAT0027979;Alias=MIMAT0027979;Name=mmu-miR-7037-3p;Derives_from=MI0022886	0	0	0	0	0	0
ID=MIMAT0027980;Alias=MIMAT0027980;Name=mmu-miR-7038-5p;Derives_from=MI0022887	0	0	0	0	0	0
ID=MIMAT0027981;Alias=MIMAT0027981;Name=mmu-miR-7038-3p;Derives_from=MI0022887	0	0	0	0	0	0
ID=MIMAT0027982;Alias=MIMAT0027982;Name=mmu-miR-7039-5p;Derives_from=MI0022888	0	0	0	0	0	0
ID=MIMAT0027983;Alias=MIMAT0027983;Name=mmu-miR-7039-3p;Derives_from=MI0022888	0	0	0	0	0	0
ID=MIMAT0027984;Alias=MIMAT0027984;Name=mmu-miR-7040-5p;Derives_from=MI0022889	0	0	0	0	0	0
ID=MIMAT0027985;Alias=MIMAT0027985;Name=mmu-miR-7040-3p;Derives_from=MI0022889	0	0	0	0	0	0
ID=MIMAT0027986;Alias=MIMAT0027986;Name=mmu-miR-7041-5p;Derives_from=MI0022890	0	0	0	0	0	0
ID=MIMAT0027987;Alias=MIMAT0027987;Name=mmu-miR-7041-3p;Derives_from=MI0022890	0	0	0	0	0	0
ID=MIMAT0027988;Alias=MIMAT0027988;Name=mmu-miR-7042-5p;Derives_from=MI0022891	0	0	0	0	2	0
ID=MIMAT0027989;Alias=MIMAT0027989;Name=mmu-miR-7042-3p;Derives_from=MI0022891	0	0	0	0	0	0
ID=MIMAT0027990;Alias=MIMAT0027990;Name=mmu-miR-7043-5p;Derives_from=MI0022892	0	0	0	0	0	0
ID=MIMAT0027991;Alias=MIMAT0027991;Name=mmu-miR-7043-3p;Derives_from=MI0022892	0	1	0	0	0	0
ID=MIMAT0027992;Alias=MIMAT0027992;Name=mmu-miR-7044-5p;Derives_from=MI0022893	0	0	0	0	0	0
ID=MIMAT0027993;Alias=MIMAT0027993;Name=mmu-miR-7044-3p;Derives_from=MI0022893	0	0	0	0	0	0
ID=MIMAT0027994;Alias=MIMAT0027994;Name=mmu-miR-7045-5p;Derives_from=MI0022894	2	0	0	0	0	0
ID=MIMAT0027995;Alias=MIMAT0027995;Name=mmu-miR-7045-3p;Derives_from=MI0022894	2	1	0	1	0	0
ID=MIMAT0027996;Alias=MIMAT0027996;Name=mmu-miR-7046-5p;Derives_from=MI0022895	0	0	0	2	0	0
ID=MIMAT0027997;Alias=MIMAT0027997;Name=mmu-miR-7046-3p;Derives_from=MI0022895	1	1	0	1	1	0
ID=MIMAT0027998;Alias=MIMAT0027998;Name=mmu-miR-7047-5p;Derives_from=MI0022896	0	0	0	0	0	0
ID=MIMAT0027999;Alias=MIMAT0027999;Name=mmu-miR-7047-3p;Derives_from=MI0022896	0	0	0	0	0	0
ID=MIMAT0028000;Alias=MIMAT0028000;Name=mmu-miR-7048-5p;Derives_from=MI0022897	0	0	0	0	0	0
ID=MIMAT0028001;Alias=MIMAT0028001;Name=mmu-miR-7048-3p;Derives_from=MI0022897	0	0	0	0	0	0
ID=MIMAT0028002;Alias=MIMAT0028002;Name=mmu-miR-7049-5p;Derives_from=MI0022898	0	0	0	0	0	0
ID=MIMAT0028003;Alias=MIMAT0028003;Name=mmu-miR-7049-3p;Derives_from=MI0022898	2	0	0	0	0	0
ID=MIMAT0028004;Alias=MIMAT0028004;Name=mmu-miR-7050-5p;Derives_from=MI0022899	0	0	0	3	3	0
ID=MIMAT0028005;Alias=MIMAT0028005;Name=mmu-miR-7050-3p;Derives_from=MI0022899	0	0	0	0	2	0
ID=MIMAT0028006;Alias=MIMAT0028006;Name=mmu-miR-7051-5p;Derives_from=MI0022900	0	0	0	0	0	0
ID=MIMAT0028007;Alias=MIMAT0028007;Name=mmu-miR-7051-3p;Derives_from=MI0022900	0	0	0	0	0	0
ID=MIMAT0028008;Alias=MIMAT0028008;Name=mmu-miR-7052-5p;Derives_from=MI0022901	0	0	0	0	0	0
ID=MIMAT0028009;Alias=MIMAT0028009;Name=mmu-miR-7052-3p;Derives_from=MI0022901	0	0	0	0	0	0
ID=MIMAT0028010;Alias=MIMAT0028010;Name=mmu-miR-7053-5p;Derives_from=MI0022902	0	0	0	0	0	0
ID=MIMAT0028011;Alias=MIMAT0028011;Name=mmu-miR-7053-3p;Derives_from=MI0022902	0	0	0	0	0	0
ID=MIMAT0028012;Alias=MIMAT0028012;Name=mmu-miR-7054-5p;Derives_from=MI0022903	0	0	0	0	0	0
ID=MIMAT0028013;Alias=MIMAT0028013;Name=mmu-miR-7054-3p;Derives_from=MI0022903	0	0	0	0	0	0
ID=MIMAT0028014;Alias=MIMAT0028014;Name=mmu-miR-7055-5p;Derives_from=MI0022904	1	0	0	0	0	0
ID=MIMAT0028015;Alias=MIMAT0028015;Name=mmu-miR-7055-3p;Derives_from=MI0022904	0	2	0	0	0	0
ID=MIMAT0028016;Alias=MIMAT0028016;Name=mmu-miR-7056-5p;Derives_from=MI0022905	0	0	0	0	0	0
ID=MIMAT0028017;Alias=MIMAT0028017;Name=mmu-miR-7056-3p;Derives_from=MI0022905	0	0	0	0	0	0
ID=MIMAT0028018;Alias=MIMAT0028018;Name=mmu-miR-7057-5p;Derives_from=MI0022906	0	0	0	0	0	0
ID=MIMAT0028019;Alias=MIMAT0028019;Name=mmu-miR-7057-3p;Derives_from=MI0022906	0	0	0	0	0	0
ID=MIMAT0028020;Alias=MIMAT0028020;Name=mmu-miR-7058-5p;Derives_from=MI0022907	0	0	0	0	0	0
ID=MIMAT0028021;Alias=MIMAT0028021;Name=mmu-miR-7058-3p;Derives_from=MI0022907	0	0	0	0	0	0
ID=MIMAT0028022;Alias=MIMAT0028022;Name=mmu-miR-7059-5p;Derives_from=MI0022908	0	0	0	0	0	0
ID=MIMAT0028023;Alias=MIMAT0028023;Name=mmu-miR-7059-3p;Derives_from=MI0022908	2	0	0	0	0	0
ID=MIMAT0028024;Alias=MIMAT0028024;Name=mmu-miR-7060-5p;Derives_from=MI0022909	0	0	0	0	0	0
ID=MIMAT0028025;Alias=MIMAT0028025;Name=mmu-miR-7060-3p;Derives_from=MI0022909	0	0	0	0	2	0
ID=MIMAT0028026;Alias=MIMAT0028026;Name=mmu-miR-7061-5p;Derives_from=MI0022910	0	0	0	0	0	0
ID=MIMAT0028027;Alias=MIMAT0028027;Name=mmu-miR-7061-3p;Derives_from=MI0022910	0	0	0	0	0	0
ID=MIMAT0028028;Alias=MIMAT0028028;Name=mmu-miR-7062-5p;Derives_from=MI0022911	0	0	0	0	0	0
ID=MIMAT0028029;Alias=MIMAT0028029;Name=mmu-miR-7062-3p;Derives_from=MI0022911	0	0	0	0	0	0
ID=MIMAT0028030;Alias=MIMAT0028030;Name=mmu-miR-7063-5p;Derives_from=MI0022912	0	0	1	0	0	0
ID=MIMAT0028031;Alias=MIMAT0028031;Name=mmu-miR-7063-3p;Derives_from=MI0022912	2	1	0	4	0	3
ID=MIMAT0028032;Alias=MIMAT0028032;Name=mmu-miR-7064-5p;Derives_from=MI0022913	0	0	0	0	0	0
ID=MIMAT0028033;Alias=MIMAT0028033;Name=mmu-miR-7064-3p;Derives_from=MI0022913	0	0	0	0	0	0
ID=MIMAT0028034;Alias=MIMAT0028034;Name=mmu-miR-7065-5p;Derives_from=MI0022914	0	0	0	0	0	0
